Date,PPO Agent,Equal-Weight (1/N),Nifty BeES B&H,MVO λ=0.5,MVO λ=1.0,MVO λ=2.0
2021-08-09,1.1634573797748207,1.0905073102846408,1.0974643995166586,1.1698457143318461,1.174199385851245,1.1676929385707704
2021-08-10,1.1705867501759428,1.09527675684507,1.0988408518428154,1.172758259595059,1.1768620026326744,1.168928705584288
2021-08-11,1.174674717829257,1.0928443260902019,1.097214083384103,1.1675682067250734,1.1715888536939407,1.163339393575434
2021-08-12,1.1715887915255334,1.0971520511548443,1.1022193558912523,1.1772481714061223,1.1812097276265998,1.1723918918095844
2021-08-13,1.179878808278629,1.1109202635409223,1.1132935057998297,1.1882474370666234,1.1921209003531092,1.1825439007299454
2021-08-16,1.1921922485367127,1.1137580952126591,1.1174228627783003,1.1865628787666327,1.1909518614526502,1.181519742594384
2021-08-17,1.1912915310438,1.1216778543916606,1.1193623832012578,1.207957659621023,1.2127478394849405,1.1991901207658782
2021-08-18,1.2118321418921392,1.1161766653659335,1.118423840905624,1.2049875993087897,1.2112972683966403,1.1971955587746306
2021-08-20,1.21020387732196,1.1161698965839788,1.1094144649539148,1.2025487074541465,1.209086184635383,1.1935636715907718
2021-08-23,1.2075331283748636,1.1244597869657185,1.114294579394786,1.2157435871456947,1.2224586605761225,1.2034836981085903
2021-08-24,1.2198413778405492,1.1289175996562142,1.1228035140166497,1.2100641031531543,1.215970377292103,1.1997498799991415
2021-08-25,1.2142139249987518,1.132470293593162,1.1228660453159722,1.2200077877362412,1.2263732508488134,1.2076367742573617
2021-08-26,1.223843091252227,1.136739732147698,1.12317889274785,1.2205945017641557,1.226023515017706,1.2066565312887525
2021-08-27,1.2232911469295513,1.1390308413446117,1.1276836284575213,1.2227001203451036,1.2283721670414391,1.2071578840050299
2021-08-30,1.2250568443444196,1.148829753622861,1.142261440480813,1.2208218826950958,1.2259075354747013,1.2081367769262632
2021-08-31,1.2236842724867683,1.1594357894739653,1.1546494159485916,1.2371653590248977,1.2426068028943942,1.2222156470448067
2021-09-01,1.239594218375301,1.1545522976285458,1.1531478055561573,1.2193056335266397,1.2244661899962044,1.2077851696628181
2021-09-02,1.2225866600529645,1.17159191086214,1.1634711980023333,1.2411951054023926,1.2465854400493337,1.2249433781568841
2021-09-03,1.2431848231560554,1.1774428787052742,1.1694149173374835,1.2458213654703196,1.251799644481748,1.2308188766648347
2021-09-06,1.2486247444273633,1.1810518751539196,1.1734191162496765,1.255585965074041,1.2623018317082928,1.2413700779516126
2021-09-07,1.2591721148642638,1.176936854591474,1.1710415903285631,1.2432029231051893,1.2502202122972517,1.2309165818816807
2021-09-08,1.2475761237966216,1.1802449353880593,1.170853900962963,1.2342387260283392,1.2407093643160354,1.2236777652186885
2021-09-09,1.238763636820051,1.1805587331053207,1.1726057320203203,1.2362956870780735,1.2429976719314786,1.225318358610177
2021-09-13,1.240851664622702,1.175607974576308,1.170666211597363,1.241922736580886,1.2500867703868028,1.2291514653903444
2021-09-14,1.2469215617229843,1.1770520750595421,1.1733564894827215,1.2462566950201994,1.2546399972173974,1.231951847271416
2021-09-15,1.2509281798172405,1.1858929854885325,1.1825536502676635,1.2647803681645522,1.2730890796622918,1.2481169584150626
2021-09-16,1.268700232089226,1.1934901256956372,1.190124138061526,1.2655295474672497,1.274277974519324,1.249949136721799
2021-09-17,1.2619823004314983,1.1932717546512097,1.1876215495417675,1.2520611311492884,1.2621313992715952,1.2413615129263855
2021-09-20,1.2491709546802492,1.1909228001416268,1.1753586366726338,1.244181576181263,1.2538604328332665,1.2328337519659343
2021-09-21,1.2444128485316588,1.1981338072880539,1.186620475946811,1.2573897335453557,1.267497067955601,1.2473569248535632
2021-09-22,1.260690711569705,1.1925842248790415,1.1868081653124114,1.2514015193801897,1.2621331752176193,1.2442296697838302
2021-09-23,1.2602130485603575,1.2100515370437825,1.2030751816261054,1.2682985186363107,1.2795577134282905,1.261786098493464
2021-09-24,1.2725494733689366,1.2144698877729894,1.2052024868822957,1.2785741127313057,1.289627601862964,1.2706786994128532
2021-09-27,1.2792920636144365,1.2143629992202165,1.2062034650096194,1.2679042574920012,1.278968006514788,1.2597728386510636
2021-09-28,1.2635351484784276,1.2095564504896765,1.1977571571547108,1.2452126074268666,1.257145422176772,1.2411245076006234
2021-09-29,1.2448365891552855,1.2003266155766088,1.1959426993303983,1.242773642431074,1.254899568216221,1.2399575653833819
2021-09-30,1.2473226122747694,1.19410125345485,1.1894359118984472,1.230936054875841,1.2432564466573854,1.2295250758893281
2021-10-01,1.238869637999874,1.1873464963297833,1.183867571294497,1.2190730603455362,1.2320962939565863,1.2206161538044284
2021-10-04,1.2291191413247282,1.1943437282881595,1.1951919418679968,1.2313964637535444,1.2443468750251432,1.2322310053244754
2021-10-05,1.241122854535581,1.2028377521075229,1.202512113529304,1.2380821648731026,1.2511090148532829,1.2396402332675078
